lineId_stopIdOrigen_stopIdDestino,velocidad_promedio,muestras
2401_514387_514389,28.49,292
3122_511163_511286,10.53,218
3122_511163_511289,6.77,1
3411_514029_514030,24.78,458
3411_514029_514031,19.66,1
2212_513049_513114,32.74,312
282_518133_518132,18.82,55
3411_514029_514036,32.80,1
2301_512069_512008,19.75,538
282_518133_518134,25.74,243
282_518133_518135,21.15,2
3411_514029_514028,17.22,89
2473_515060_502600,37.94,1
3133_511456_511494,27.73,1
306_519182_519184,9.99,1
2121_513006_514365,29.90,1
306_519182_519183,20.77,327
306_519182_519181,19.57,103
2274_502100_512154,9.47,1
3172_511257_511123,9.34,1
3112_511258_511297,29.30,7
2243_514045_514044,13.32,29
2104_516146_516250,12.42,57
2521_502851_502801,16.64,38
2402_513135_514110,22.70,1
150_502901_502801,0.99,1
304_519129_519128,17.00,90
437_501853_501701,0.92,1
2212_513049_513112,45.35,3
3191_511199_511180,23.45,5
2524_515088_516080,22.27,4
311_511347_511179,7.88,1
437_504017_501853,1.77,1
2211_519121_519284,30.82,296
282_513292_513233,23.56,286
2121_511282_502301,7.05,2
2121_513006_513009,2.63,1
2121_513006_513008,24.15,1
2473_502000_501950,8.31,106
2301_504010_513048,23.33,452
2401_514116_519045,25.17,250
2473_514377_514076,5.75,30
282_518133_518155,12.35,1
2274_501401_501501,11.24,2
427_502100_502101,11.01,233
376_517060_517058,13.54,211
2274_513261_512210,17.52,2
376_517060_517059,68.18,1
311_511347_511195,9.97,1
427_501702_501800,24.31,439
311_511347_511193,21.82,116
1472_501003_501051,3.13,1
311_511347_511194,14.64,451
131_500750_500950,5.30,3
441_502051_502001,21.37,421
304_519129_519101,16.07,1
2273_502150_502200,34.59,417
333_513275_504005,18.90,171
2274_517208_517211,16.46,394
2521_515060_502650,18.89,181
2242_514131_514133,12.67,98
2471_515151_518012,14.41,95
243_514365_500155,11.48,128
3121_511293_511399,20.04,2
352_515011_515015,32.67,107
376_517066_517072,4.72,1
2121_514156_514367,27.22,1
352_515011_515019,8.24,3
3452_514245_514129,34.25,1
3452_514245_514131,24.12,191
3191_511020_511251,11.40,24
2102_511349_514001,2.73,4
2524_516080_515003,20.50,1
333_513052_504005,34.27,1
3722_517039_500053,1.26,1
2212_513254_513252,19.55,2
452_502700_503003,15.26,66
2211_516080_516081,14.23,328
2211_516080_516082,23.46,4
3191_511206_511245,38.97,188
2274_517110_501900,50.29,3
150_502950_502800,42.05,2
2211_516085_516268,27.14,1
318_511339_511135,51.91,246
3422_514404_514403,20.70,100
376_517060_517062,22.89,532
376_517060_517064,16.48,6
2121_514384_514371,2.76,1
376_517066_517065,19.87,104
2121_514384_514373,33.78,358
376_517066_517067,24.71,545
376_517066_517068,20.59,1
140_501052_501100,28.95,692
2471_518074_516239,2.07,1
3133_511407_511483,11.29,17
2402_513138_513215,9.03,6
2242_514345_500157,11.82,2
3191_511199_511198,16.34,87
3191_511199_511197,16.45,1
2524_516080_515028,55.06,1
2102_502301_516204,0.17,2
2141_514374_514376,22.16,120
272_502000_502050,25.02,433
3172_511127_511493,3.78,1
2104_511279_511281,10.24,2
376_517171_517172,29.00,426
3452_514460_514346,25.66,4
2471_517175_501850,30.87,45
2104_511279_511284,26.62,310
373_517126_517043,30.47,1
2274_517131_502551,70.33,1
370_517257_517072,1.94,1
2273_502150_502250,15.70,5
322_500108_512033,9.77,56
2121_514156_514365,25.99,235
373_517096_517129,29.88,11
2212_513254_514558,26.68,1
427_501651_501701,11.46,96
2273_514012_514399,37.59,1
3121_511293_511372,9.00,32
2121_515023_516081,8.33,3
3122_511353_511290,11.31,3
2121_515023_516080,26.05,1
334_513021_513012,2.93,10
2401_514120_514262,26.71,219
303_519090_519111,15.07,382
2401_514120_514261,8.29,154
334_513021_513011,2.23,1
352_515044_515043,12.66,52
352_515044_515045,29.19,111
2242_513218_513330,6.36,1
332_513164_513301,30.64,379
2273_513254_500102,19.59,56
371_517228_500051,20.94,1
355_514186_514468,26.19,209
3411_514271_514235,17.90,60
375_500055_517015,11.66,5
3411_514271_514236,19.63,427
302_519078_519077,14.69,50
3442_514092_514065,22.61,5
306_519207_519197,12.16,3
243_514095_514096,34.60,115
302_519078_519080,22.58,1
2102_502301_516202,36.31,1
2141_514001_511317,29.46,1
2102_519059_501000,7.13,8
2102_502301_516203,0.31,1
3442_514087_514163,14.00,9
243_514095_514098,38.52,1
2243_514414_514154,26.04,1
2524_516080_515054,24.07,66
3191_511206_511204,29.88,6
2842_514432_502651,30.57,478
421_502400_502450,22.72,364
2242_514345_500150,12.01,2
243_500155_514157,24.71,1
306_519207_519199,16.66,38
306_519207_519198,32.60,313
3442_514092_514091,19.98,72
318_511339_511184,46.58,1
2242_513328_512214,13.88,1
272_516060_516062,27.63,336
2101_516071_516069,31.93,316
2242_512104_512212,19.85,1
2521_514320_514282,16.82,51
2301_512069_512070,6.13,184
2473_501950_502100,1.89,1
306_519188_519204,39.49,4
272_516060_516064,15.54,2
2273_502303_502103,7.89,8
2472_518006_518004,37.35,363
441_501100_501050,17.39,177
2242_512104_512211,25.68,1
2472_518006_518003,20.77,62
2471_517006_517010,6.03,1
3121_511235_517275,17.13,2
3121_511235_517272,13.01,62
3121_511235_517273,22.23,1
271_511230_511100,0.16,1
2473_502051_502103,6.24,60
1472_501650_501752,11.81,1
302_519078_519052,13.50,3
2521_518151_518152,26.94,203
2242_514131_514125,5.03,1
2104_511279_511242,8.89,38
2101_516071_516073,8.80,118
2242_514131_514129,36.97,316
2104_511425_511284,4.41,2
3192_511069_511050,14.22,3
272_516060_516056,13.90,1
2471_517006_517007,28.86,464
2471_517006_517009,0.09,1
272_516060_516058,11.86,68
2473_516083_515028,20.66,2
2243_514322_514465,25.54,78
2471_515061_515012,38.51,384
2473_516083_515025,6.60,46
2121_515144_516234,28.72,38
3442_514087_514179,15.07,89
304_519100_519128,27.05,2
2121_500160_514154,0.09,1
140_501052_501150,42.25,2
2301_500203_513269,13.74,1
311_511250_511249,48.71,2
2274_513273_512024,9.54,7
2211_518105_502312,6.81,1
305_519162_502400,16.68,1
437_501002_500850,11.81,228
271_501855_501851,17.21,36
2473_514278_502601,12.73,344
2521_514280_514281,20.60,202
271_511424_516252,21.68,106
371_517232_517021,40.16,7
371_517232_517023,46.72,1
2141_516107_515196,13.57,7
332_513227_513246,24.09,468
373_517247_517249,8.58,52
3133_511456_511501,24.43,196
150_502950_501550,0.44,1
2273_500102_514014,0.23,1
3172_511111_511257,16.81,1
1472_501650_501700,25.29,853
304_519100_519101,28.61,318
2273_518023_518021,22.06,49
2801_515204_515174,32.90,107
3133_511502_511458,30.14,26
243_513006_514365,12.98,1
357_514543_514545,0.07,1
2801_519157_519156,15.69,21
2273_518023_518025,37.16,276
357_514543_514544,22.18,152
3133_511407_511408,34.04,296
431_501651_501853,13.62,92
385_500161_500167,25.90,30
357_514543_514548,13.96,10
332_513227_513250,33.12,56
3722_517038_517039,23.22,109
2801_519157_519159,16.14,98
272_502400_500600,24.04,440
2273_502201_516019,0.68,1
3722_517038_517037,9.09,24
304_519129_519093,0.67,1
3122_511169_511350,12.99,2
2273_513251_502303,9.86,1
2121_515161_516085,20.53,285
3122_511169_511352,0.09,1
2274_502100_501501,51.41,1
142_500950_500851,9.77,196
2273_500102_514003,0.19,1
347_514147_514405,9.26,1
352_515244_515243,5.15,10
3172_502313_502304,9.82,8
2841_514048_514047,25.77,70
2841_514048_514045,46.77,1
142_514199_514428,42.09,5
377_516247_517123,25.08,34
2121_515161_516089,13.78,70
2274_517102_517131,17.60,71
2524_516088_516090,24.60,531
2274_517117_501900,23.64,496
2524_516088_516092,28.14,1
1472_501851_501003,13.78,3
353_514400_514307,28.49,10
2841_514041_514236,12.30,59
2841_514041_514235,36.32,1
353_514400_514306,25.43,291
357_514171_514039,24.84,35
376_517171_517063,16.26,6
3124_511437_511439,12.18,58
3133_511402_511224,11.20,2
3124_511437_511438,11.36,45
3124_511437_511447,24.15,222
3372_513201_513200,7.77,6
3124_511437_511444,8.00,31
3124_511437_511443,7.94,12
336_513058_513308,4.33,3
3372_513201_513202,20.45,359
336_513058_513309,30.69,2
3124_511437_511440,6.54,6
3171_511020_511021,13.97,462
441_501051_500163,22.83,308
376_517171_517072,23.66,49
357_514233_514232,43.29,2
272_512037_513015,19.82,142
3124_511286_511296,8.59,126
2104_500952_511426,38.08,1
3124_511437_511436,40.50,4
3124_511437_511435,20.50,251
3124_511437_511434,21.99,6
3124_511437_511433,15.26,49
2243_513326_513325,31.02,37
353_514400_514367,12.45,8
332_513227_513209,22.74,1
2141_500160_514382,20.73,2
2141_514001_511282,25.24,136
2141_514001_511281,13.37,1
2141_514001_511268,19.68,1
3441_514173_514174,21.77,3
3192_511062_511083,22.88,210
3192_511062_511082,14.36,73
385_518122_518204,30.13,342
311_511250_511264,21.13,492
3133_511502_511494,19.04,273
3133_511502_511495,19.57,2
2401_514345_514156,25.44,373
347_514210_514147,9.65,1
2274_517102_517103,37.52,365
2273_513107_513013,30.79,11
3411_514045_514044,19.42,133
3411_514045_514046,22.35,398
150_502950_502850,58.03,1
3411_514045_514047,52.83,4
150_500950_500851,12.31,136
334_513111_504006,1.59,1
2402_513122_513124,18.16,25
2841_502651_502701,36.31,363
332_513227_513223,28.56,11
452_502900_502750,1.93,1
318_502314_511459,11.17,3
2301_513258_512200,11.73,12
2842_514067_514069,14.11,1
3192_511062_511061,21.61,2
3112_511258_511266,21.93,260
2842_514067_514068,26.86,470
2301_512007_500251,20.38,1
1472_501851_501051,17.67,3
305_502350_513003,31.95,2
304_519093_519129,15.62,1
3191_511198_502305,2.37,1
2273_514009_514002,90.46,1
431_500251_500201,28.11,329
3124_511437_511488,16.00,142
304_519093_519130,9.08,8
3124_511437_511487,15.35,36
2473_516090_516088,5.65,81
2121_511222_502301,17.30,4
2471_514379_515019,17.07,1
2471_514379_515013,18.63,1
3452_514434_514245,23.26,250
3192_511062_511054,25.26,1
131_501901_501753,30.83,2
2273_514009_514013,18.19,1
2274_500107_513253,37.28,1
2473_511315_517178,55.35,1
3721_517150_517205,23.68,134
2274_500107_513254,28.94,331
2274_500107_513257,34.35,1
3721_517150_517204,23.88,186
3133_511100_511226,26.04,368
2273_514009_514011,30.15,328
3721_517150_517203,18.29,351
347_514428_514201,31.25,774
282_512014_512035,27.67,1
347_514428_514200,35.46,30
2273_513251_513048,13.63,111
282_513233_514312,32.77,238
2141_500160_514367,44.76,1
3781_517033_517083,19.84,266
3372_513084_513085,24.21,307
2842_503007_514081,19.16,1
272_516067_516062,5.46,1
3372_513084_513083,5.34,6
272_516067_516065,7.57,93
131_502251_502300,4.17,115
385_514425_514287,23.33,75
272_501950_516233,9.73,138
2842_503007_514083,40.63,1
2401_519139_519140,23.73,276
2121_514097_515153,12.22,1
2401_519139_519141,6.73,3
1571_501403_502850,26.65,3
441_500159_501350,22.32,2
131_504009_504016,23.65,26
437_500850_500750,12.99,342
131_502300_501401,19.56,1
131_500950_501602,14.45,3
2241_513058_513203,28.51,282
2121_514218_514367,36.66,1
3141_511036_511046,20.47,490
1571_501752_501650,13.62,1
272_516067_516070,25.40,385
2212_516120_515143,9.89,147
2212_516120_515142,8.96,1
140_500950_500851,10.24,220
3124_511437_511448,13.30,4
3721_517150_517224,14.56,4
3721_517150_517225,8.66,1
421_502350_501702,32.63,1
2101_500751_502250,8.36,1
2472_501900_518189,32.35,1
2301_512069_500103,37.78,1
2402_514413_514410,24.91,86
2524_515153_515064,5.92,32
3141_511036_511038,23.42,101
2402_514413_514414,33.21,315
272_513264_500800,15.60,2
2473_516127_517178,44.56,1
441_501351_501851,14.73,130
302_519124_519052,0.10,1
3121_511372_511399,13.77,29
3372_513084_513096,27.22,2
3441_514215_514054,29.67,443
3441_514215_514055,66.56,2
333_513051_513045,18.67,86
2121_515010_515014,11.92,61
302_519124_519043,12.60,1
318_511016_511020,24.39,5
2121_515010_515018,34.80,269
2402_518030_519045,2.77,1
1571_501703_501751,15.47,195
2471_516008_516268,1.23,1
2524_518033_518037,5.12,1
2524_518033_518035,28.47,353
2402_518030_519047,25.62,13
2472_514058_503006,46.36,2
4272_502400_501800,21.82,1
3191_511229_511180,27.35,247
2101_500900_500751,20.22,139
306_519070_519281,9.24,1
302_519124_519079,6.87,1
2471_514379_515021,4.89,15
302_519124_519076,13.53,3
304_519093_519106,39.28,1
3133_511456_511502,36.59,10
302_519124_519078,10.28,6
302_519124_519077,0.19,1
2212_513049_513063,24.10,1
2402_500156_514002,36.89,1
2121_514372_514400,7.45,1
2301_500203_513253,19.03,1
427_502500_502550,9.63,123
2301_512069_501401,0.05,1
2243_513058_513203,27.53,96
2242_514080_512178,17.25,1
3781_517033_517032,10.39,100
2524_516267_516093,7.75,1
150_502901_501450,54.44,5
3191_511229_511198,21.38,1
2212_518060_518058,15.01,84
3191_511229_511199,36.05,13
302_519124_519067,12.24,3
243_513006_513009,27.49,1
3124_511437_511497,11.53,14
243_513006_513007,36.31,122
2121_514372_514417,4.78,35
3172_511251_511112,63.40,1
2801_515174_518200,7.34,4
3172_511251_511111,20.26,1
2301_500203_513267,40.62,2
2211_511034_511468,14.87,2
2121_513257_502301,0.05,1
373_517042_517041,21.14,112
150_503002_502700,25.92,528
2104_516257_516256,11.45,54
3112_511251_511258,19.28,134
3112_511251_511253,16.75,144
2141_515023_516108,26.63,1
373_517042_517043,26.39,573
2473_502051_502001,20.85,370
375_500055_517179,4.05,1
311_511194_511361,24.98,491
271_511425_511424,15.63,69
3441_514068_514070,1.86,1
2211_516268_515141,32.52,1
3191_511043_511044,34.02,63
271_511425_511426,31.07,242
2104_516146_516172,34.00,222
272_502100_501502,0.14,1
2242_512039_512038,29.40,24
2121_513032_513211,5.53,17
271_511491_511230,26.64,240
437_501500_500601,38.07,1
2473_514443_514373,37.88,10
304_519106_519107,32.09,316
2121_514152_500103,16.05,1
2473_514443_514377,6.99,27
375_500055_517169,8.73,1
375_500055_517168,36.42,94
304_519106_519105,29.65,35
2273_502303_502251,34.91,379
370_517257_517132,16.39,2
2273_502303_502250,20.96,2
3411_514048_514538,26.83,381
2141_500160_514400,48.39,2
2141_500160_514401,25.90,147
2101_500900_500952,26.61,384
2121_513253_512003,25.01,4
2401_514134_501550,6.35,2
311_511179_502302,16.88,3
2473_516231_511310,6.29,10
2102_516130_511105,27.65,1
2473_516097_516087,35.61,89
304_519106_519133,30.39,2
2121_514001_511222,27.28,3
2841_514172_514469,15.24,291
3191_511043_511020,26.29,170
2121_513253_512017,9.92,1
3121_511293_511400,12.10,334
3121_511293_511401,3.99,2
243_514157_514080,20.65,179
375_500055_517144,14.69,1
373_517166_500056,32.89,1
3124_511437_511292,20.31,2
375_500055_517143,23.06,2
2273_516019_516020,41.23,320
371_517025_517027,33.15,632
371_517025_517020,30.54,50
2121_516107_515018,18.12,1
2273_516019_516022,37.13,1
371_517025_517029,38.71,1
2211_511273_515026,25.66,1
3132_511476_511474,13.71,1
3132_511476_511472,17.92,24
421_502300_502201,23.40,925
421_502300_502200,1.75,1
3132_511476_511471,17.21,11
2121_514384_514443,9.19,27
3132_511476_511475,26.93,29
441_502051_502101,7.05,91
437_500601_501853,0.04,1
2274_519029_501001,8.19,2
272_512040_512123,43.59,1
2121_515023_516107,39.66,1
2121_513160_514218,43.25,2
150_503002_502750,10.23,104
271_511098_511468,24.80,13
2472_514138_501053,28.18,412
272_502000_502100,32.50,1
2472_517011_516242,12.61,99
306_519182_519071,40.18,1
3172_511257_511252,27.56,36
3442_500166_500162,15.09,225
2121_514372_514370,13.39,1
131_500450_500602,19.98,2
3132_511476_511467,30.64,261
3132_511476_511465,31.12,5
3132_511476_511464,19.00,115
2121_513211_513251,18.53,2
2402_513138_513136,30.02,284
271_511098_511490,22.58,1
2402_513138_513134,28.32,1
271_511098_511491,12.41,3
304_519100_519099,16.54,10
3721_517150_517037,16.77,25
2473_514443_514384,29.88,313
2212_500102_503004,36.54,3
311_511194_511347,10.21,112
333_513041_513030,26.13,1
2841_514172_514421,29.45,1
2301_513049_513050,17.55,483
282_513292_513148,20.62,54
2473_517175_511312,35.61,1
2121_513260_513262,26.47,38
2104_519026_519022,30.62,1
2521_512054_512194,20.09,157
271_511098_511484,13.53,3
2211_519013_512046,20.64,127
2241_513048_513251,20.83,350
131_501753_501803,9.81,247
2212_513114_512019,32.86,1
2104_516146_516149,19.83,1
333_513041_513044,21.72,1
2121_514372_514374,15.20,3
3133_511100_511408,7.36,138
333_513041_513043,14.77,22
2241_513048_513256,19.63,1
333_513041_513042,20.67,318
305_513003_512009,17.74,63
243_500155_514080,8.82,1
2212_514009_514011,31.14,345
2212_514009_514013,21.12,2
332_513217_513209,18.22,1
3112_511297_511266,9.71,19
1571_501600_501000,6.86,80
332_513164_513223,23.30,1
441_501100_501150,34.17,382
2121_514400_514541,24.80,1
2274_500951_501000,22.97,413
333_513041_513055,28.58,1
2521_512054_512115,11.47,83
3011_519176_518001,20.14,5
3722_517015_517248,42.47,4
2212_514009_514002,28.49,1
3192_511059_511054,28.71,3
282_514350_514285,14.31,80
3141_502302_511265,8.65,3
421_501502_502300,5.45,1
3112_511297_511264,17.57,42
2402_513138_513130,0.49,1
3131_511267_511268,22.14,389
3131_511267_511269,38.33,1
1472_501350_500152,6.21,2
150_502701_503005,36.94,439
3452_514460_514453,22.18,1
3452_514460_514454,29.86,2
2273_501101_514009,32.25,1
2274_500105_502100,0.76,2
3452_514460_514459,17.37,2
271_511323_511419,16.53,242
2212_515149_518063,21.72,359
2212_515149_518061,19.93,1
421_501502_501001,8.15,320
332_513217_513227,18.75,1
437_500200_504009,13.12,7
2242_513218_500158,7.85,1
332_513217_513223,26.89,5
373_517096_517251,9.43,52
2473_517175_501951,20.26,54
332_513217_513221,24.89,392
2471_517006_517175,10.79,130
3452_514460_514461,17.48,218
3452_514460_514462,17.32,2
3452_514460_514463,17.75,1
385_514367_514382,24.81,46
2104_500952_500751,11.22,109
2104_514001_502301,16.50,88
2241_513327_513107,14.44,10
437_500301_500201,29.11,2
243_500155_514099,24.71,1
2841_514032_514037,1.68,1
2211_511320_511273,1.71,1
370_517257_517196,19.18,1
370_517257_517195,20.63,251
2121_513165_513163,18.65,5
2841_514032_514031,18.71,84
1571_501700_502601,8.42,1
2841_514032_514033,15.27,384
2273_501101_514002,31.91,4
2104_516257_516218,42.74,3
2473_516120_516119,4.03,93
431_500201_504016,42.66,235
421_501002_500106,0.10,1
3131_511267_511228,18.67,112
3122_511353_511173,8.96,1
3351_504007_513244,24.81,7
3351_504007_513245,32.19,313
421_501502_502351,23.29,1
3122_511353_511171,23.91,1
3122_511353_511175,0.06,1
2104_516257_516216,19.62,281
2473_501950_502000,36.54,373
373_517165_517050,12.47,1
2273_502303_502201,38.22,2
2402_513103_514013,18.98,138
2212_502301_516194,49.41,1
2102_516224_516226,18.06,54
2212_502301_516192,29.71,1
2104_516251_516166,14.23,2
2212_513107_513013,28.94,10
2104_516251_516167,16.39,56
322_500108_500110,18.10,206
352_514448_514447,20.36,16
332_513227_513164,5.23,2
3351_504007_513237,26.38,480
373_517165_517045,29.15,4
3351_504007_513238,20.61,12
131_501701_501651,28.75,675
3351_504007_513239,12.08,1
373_517165_517046,30.72,1
2274_501401_501451,19.11,424
3121_517272_516276,8.48,66
3121_517272_516277,43.25,4
3452_514460_514450,0.73,1
150_502750_503002,34.54,490
2842_502700_502650,23.80,525
1472_501350_501402,35.43,667
2274_501000_500951,10.18,127
2243_514345_514411,31.00,27
2241_513104_513106,16.50,67
2141_511489_500160,17.80,1
437_500301_500251,32.84,761
373_517165_517076,7.76,3
2524_502950_518045,3.33,1
2242_513235_513236,18.35,345
332_513164_513209,18.18,25
3141_502302_511241,35.41,423
2242_513235_513218,18.43,106
2472_516131_517007,19.60,17
271_501855_501900,28.99,339
3422_514085_514086,32.48,273
2121_515237_515238,42.42,275
3131_511408_511484,26.83,116
431_501853_502303,0.41,2
305_519165_519041,1.29,1
2472_514017_501053,22.96,55
2243_513300_513103,19.32,40
2243_513300_513107,27.87,136
373_517015_500056,10.77,372
2211_518046_518194,31.90,341
2121_511298_515041,26.71,1
2273_500102_502150,58.89,1
282_500101_500102,14.20,178
2104_516251_516252,34.24,239
2473_515145_515144,17.02,39
2101_501552_500952,17.01,6
2141_502301_511480,26.25,1
142_514215_514055,0.23,1
142_514215_514054,27.64,421
217_511195_511361,12.51,50
2102_516215_516226,16.60,1
282_518077_518155,23.79,40
2212_513231_513309,31.61,11
282_518077_518156,23.69,246
282_500102_518161,26.10,1
271_501855_511316,0.32,1
2521_515118_502750,18.24,1
2524_515003_501501,13.09,1
3441_514071_514427,6.10,3
2121_514278_515012,43.12,2
2473_514076_502600,10.85,8
2211_511320_511318,33.29,370
2121_514278_515014,41.95,1
347_514194_514021,45.00,1
2473_515145_515161,16.13,22
452_502600_502601,8.22,102
347_514020_514021,41.30,730
2242_514154_514080,23.25,52
272_512056_512195,28.84,337
2471_516008_516112,26.27,391
347_514428_514196,10.11,1
2273_518023_518153,22.37,1
357_514326_514544,25.33,8
357_514326_514543,18.09,157
357_514326_514548,14.43,3
3133_511495_502310,29.50,1
1472_500163_501851,10.21,2
2241_514010_514399,30.52,340
2274_517102_517008,23.01,1
2473_516120_516194,21.98,329
421_500104_502551,29.68,13
2473_516120_516196,33.86,1
2211_516085_516093,15.01,1
3133_511495_502309,46.34,1
3441_514487_514212,32.36,542
3441_514487_514213,17.68,3
2212_511283_511222,21.84,44
2141_514374_514541,12.09,15
2842_514432_502701,36.74,2
302_519068_519050,11.74,103
2121_516085_500155,12.82,2
3441_514173_514071,32.14,1
2212_500101_500102,11.90,252
2471_518074_516011,30.49,391
302_519071_519072,24.59,372
306_519188_519189,29.28,434
302_519071_519073,13.47,18
441_500159_500163,17.03,25
306_519188_519187,28.10,74
302_519071_519070,12.78,88
2212_511283_511298,18.98,2
306_519188_519185,6.24,1
306_519188_519186,46.30,3
302_519071_519074,29.06,1
2402_513292_513124,18.86,342
2402_513292_513122,41.24,3
333_513278_513277,14.08,59
2274_513273_512178,18.69,408
1571_502801_502601,19.97,2
2301_513016_513270,35.40,394
3721_517038_517278,14.45,134
2301_513016_513268,9.35,1
332_513164_513250,27.95,3
2242_514133_500158,0.09,1
306_519188_519192,23.50,1
3441_514071_514468,19.28,2
352_515244_515197,12.46,105
2211_518036_518194,12.83,110
302_519071_519067,7.55,1
2274_500107_512007,21.17,2
306_519188_519190,25.98,4
302_519068_519067,0.24,1
2102_516215_516213,23.88,251
217_502200_511020,23.84,141
2102_516215_516211,14.69,2
302_519068_519070,11.05,326
302_519068_519071,19.90,43
2212_511277_516194,68.15,1
2141_511033_502301,13.72,109
2212_511277_516192,38.50,1
150_502950_501403,19.14,116
321_513024_513034,19.25,39
2102_516215_516209,17.02,2
2212_511283_511275,12.99,3
333_513278_513283,16.86,292
322_500108_512061,27.11,1
2212_511283_511277,29.44,392
150_502601_502600,11.02,63
3413_514467_514194,21.83,119
2273_500102_502100,34.98,2
3442_514559_514086,23.54,20
142_514208_514209,36.21,1
3172_511378_511343,35.22,1
321_513024_513041,6.13,1
357_514494_514074,22.85,4
2274_500107_512024,11.22,2
3191_511020_511204,31.72,1
2102_516215_516219,4.99,3
2101_501552_500900,25.57,5
2102_516215_516217,4.52,15
2401_519045_514115,24.72,1
2102_511105_516226,0.04,1
2401_519045_514116,16.09,34
3442_514555_514533,17.47,1
3411_514055_514053,31.17,1
2141_514384_514443,20.27,4
2273_502050_517200,8.01,134
2141_514278_515061,20.50,152
150_502601_502651,30.35,476
2121_516107_515054,33.76,1
3452_514434_514131,0.93,2
3452_514434_514129,37.40,1
2104_516215_516005,0.30,1
421_501753_501552,40.71,1
2471_515150_515016,15.19,73
357_514075_514251,23.44,140
271_511098_511420,23.80,1
3133_511456_511458,16.41,2
321_513024_513025,15.12,333
2524_516244_516093,28.26,13
2473_502650_515060,4.98,35
385_514507_514508,22.85,322
271_511098_511422,4.12,1
3411_514055_514054,27.67,44
2471_515150_515002,18.35,579
2212_514012_514399,40.01,6
3411_514055_514056,31.58,490
2472_516008_516015,45.71,242
2471_515150_515006,0.29,1
2841_514271_514041,26.81,8
385_514477_514508,12.73,6
3141_511046_511036,17.95,154
385_514507_514531,15.17,75
304_519106_519093,0.19,2
377_516278_516249,12.95,146
3172_511257_511344,54.85,2
2273_516270_519019,4.29,1
2121_511275_515144,34.34,1
282_518132_513291,2.88,1
2472_516008_516007,28.40,63
2274_513261_512017,38.73,289
271_511484_511408,26.30,318
2402_513292_513148,11.65,23
2842_514076_514415,16.38,47
2101_511005_516050,19.77,1
3191_511213_511021,12.34,2
3124_511296_511290,3.57,10
2521_514319_513225,23.05,222
2521_514319_513226,28.42,8
131_501901_501853,23.35,727
1571_501703_501850,10.60,1
385_514382_500161,19.21,77
304_519093_519263,24.15,2
1472_501150_501200,35.14,753
271_511484_511417,27.70,22
2243_514466_514465,12.39,48
3124_511296_511286,20.95,334
3442_514555_514557,19.57,14
3442_514555_514556,20.05,281
3011_515001_512001,20.62,40
2301_512069_501551,0.13,1
302_519071_519041,32.53,2
3452_514134_514132,23.80,20
131_502251_502201,24.08,680
2402_500157_501552,11.88,2
347_514210_514208,29.78,4
1472_501052_501100,29.13,764
3191_511229_511086,20.27,1
2212_518060_518149,37.76,403
2473_515064_515245,0.22,1
2801_518180_518179,18.37,5
2274_502100_501401,30.82,4
142_502351_501552,11.32,255
2301_512069_501501,23.54,1
347_514210_514211,31.57,942
441_501300_501250,7.78,121
427_519165_512206,0.65,1
373_517091_517093,13.33,145
2241_514156_514345,14.27,110
131_501002_501702,51.49,2
373_517091_517090,18.74,479
2101_516055_511012,13.89,1
3371_513100_513077,39.45,1
282_513233_513147,13.60,2
2242_514019_514386,41.29,27
375_517015_517017,29.17,84
282_513194_513093,19.81,343
318_511016_511133,59.04,1
3441_514068_514069,28.33,499
3441_514068_514067,16.43,217
2242_514019_514388,28.93,5
2841_514466_514045,35.98,1
271_511098_511417,31.07,1
2401_514080_514157,16.09,44
2401_514080_514154,24.26,289
2141_514384_514431,38.35,2
282_512014_513254,30.82,50
3371_513188_513094,14.87,3
3371_513188_513093,20.20,85
271_511098_511419,14.59,3
2524_515153_515171,0.15,1
2273_513251_513111,16.06,1
2211_516268_515161,16.03,12
3121_511372_511293,16.48,296
1472_501150_501250,38.87,1
2841_514466_514044,26.12,430
3371_513100_513093,3.20,2
2102_516078_501400,12.86,1
2841_514466_514042,14.58,113
2402_500156_514115,20.16,1
2104_516218_501451,20.37,1
3371_513100_513094,24.73,78
271_511242_511098,35.38,8
2121_516193_511284,10.59,1
2241_513058_513112,37.37,1
2121_516193_511281,44.17,1
271_511098_511408,50.38,1
2121_513260_512004,43.93,269
272_513264_500600,45.87,2
371_517084_517030,19.77,2
142_501251_501201,21.91,556
2121_516193_511279,56.55,2
2524_516103_515087,19.44,625
2524_516103_515088,12.38,3
373_500056_517156,30.72,1
2121_516193_511276,35.85,340
373_500056_517155,19.44,6
2211_502315_502901,0.20,1
2121_516193_511278,17.36,8
373_500056_517154,22.03,435
2211_516268_515025,13.67,2
2242_512104_512072,22.62,439
2273_519019_500102,0.67,1
441_501100_501200,65.62,1
353_514367_514400,45.14,236
371_517084_517028,30.11,578
332_513250_513164,11.29,4
373_500056_517164,29.64,2
2211_519121_518152,30.75,1
371_517084_517029,13.52,13
333_513276_513042,20.03,29
2243_514466_500100,22.35,1
2104_511109_501405,31.87,1
3171_511162_502302,11.41,776
3122_511353_511072,9.55,5
2273_516026_516028,30.18,384
2524_516103_515064,28.35,1
3192_511183_511187,12.24,16
3133_511225_511224,5.23,7
321_513041_513042,23.16,353
427_512014_512181,36.43,304
321_513041_513045,5.01,1
1571_501801_501850,6.58,55
321_513041_513046,14.02,3
